"cancer","year","sex","race","stage","age","summary_interval","starting_count","net_relative","net_rel_cum_cis_lower","net_rel_cum_cis_upper"
"Hodgkin lymphoma","2000-2018","all sexes","white","late","<65","36 mo",1859,90,88.4,91.3
"Hodgkin lymphoma","2000-2018","all sexes","white","late","<65","48 mo",1859,88.2,86.5,89.7
"Hodgkin lymphoma","2000-2018","all sexes","white","late","<65","60 mo",1859,86.9,85.1,88.5
"Hodgkin lymphoma","2000-2018","all sexes","white","late","<65","72 mo",1859,86.2,84.3,87.9
"Hodgkin lymphoma","2000-2018","all sexes","white","late","<65","84 mo",1859,85.5,83.5,87.3
"Hodgkin lymphoma","2000-2018","all sexes","white","late","<65","96 mo",1859,84.6,82.5,86.4
"Hodgkin lymphoma","2000-2018","all sexes","white","late","<65","108 mo",1859,83.4,81.2,85.4
"Hodgkin lymphoma","2000-2018","all sexes","white","late","<65","120 mo",1859,82.4,80,84.5
"Hodgkin lymphoma","2000-2018","all sexes","white","late",">65","0 mo",573,100,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","white","late",">65","12 mo",573,61.5,57.2,65.6
"Hodgkin lymphoma","2000-2018","all sexes","white","late",">65","24 mo",573,58.4,53.8,62.6
"Hodgkin lymphoma","2000-2018","all sexes","white","late",">65","36 mo",573,55.1,50.3,59.6
"Hodgkin lymphoma","2000-2018","all sexes","white","late",">65","48 mo",573,53.5,48.5,58.2
"Hodgkin lymphoma","2000-2018","all sexes","white","late",">65","60 mo",573,51.7,46.4,56.7
"Hodgkin lymphoma","2000-2018","all sexes","white","late",">65","72 mo",573,48.3,42.6,53.7
"Hodgkin lymphoma","2000-2018","all sexes","white","late",">65","84 mo",573,46.2,40.2,51.9
"Hodgkin lymphoma","2000-2018","all sexes","white","late",">65","96 mo",573,42.8,36.4,49
"Hodgkin lymphoma","2000-2018","all sexes","white","late",">65","108 mo",573,41,34.3,47.6
"Hodgkin lymphoma","2000-2018","all sexes","white","late",">65","120 mo",573,40,33,46.8
"Hodgkin lymphoma","2000-2018","all sexes","white","unstaged","all ages","0 mo",298,100,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","white","unstaged","all ages","12 mo",298,85.4,80.6,89
"Hodgkin lymphoma","2000-2018","all sexes","white","unstaged","all ages","24 mo",298,81.1,75.7,85.4
"Hodgkin lymphoma","2000-2018","all sexes","white","unstaged","all ages","36 mo",298,78.4,72.6,83.1
"Hodgkin lymphoma","2000-2018","all sexes","white","unstaged","all ages","48 mo",298,78.2,72.1,83.1
"Hodgkin lymphoma","2000-2018","all sexes","white","unstaged","all ages","60 mo",298,76.6,70.3,81.7
"Hodgkin lymphoma","2000-2018","all sexes","white","unstaged","all ages","72 mo",298,74.9,68,80.4
"Hodgkin lymphoma","2000-2018","all sexes","white","unstaged","all ages","84 mo",298,72.2,65,78.2
"Hodgkin lymphoma","2000-2018","all sexes","white","unstaged","all ages","96 mo",298,71.2,63.7,77.4
"Hodgkin lymphoma","2000-2018","all sexes","white","unstaged","all ages","108 mo",298,69.9,62.2,76.3
"Hodgkin lymphoma","2000-2018","all sexes","white","unstaged","all ages","120 mo",298,68.9,61.1,75.5
"Hodgkin lymphoma","2000-2018","all sexes","white","unstaged","<65","0 mo",212,100,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","white","unstaged","<65","12 mo",212,95,91,97.3
"Hodgkin lymphoma","2000-2018","all sexes","white","unstaged","<65","24 mo",212,90.9,85.9,94.2
"Hodgkin lymphoma","2000-2018","all sexes","white","unstaged","<65","36 mo",212,90.5,85.4,93.9
"Hodgkin lymphoma","2000-2018","all sexes","white","unstaged","<65","48 mo",212,90.5,85.4,93.9
"Hodgkin lymphoma","2000-2018","all sexes","white","unstaged","<65","60 mo",212,89.9,84.4,93.5
"Hodgkin lymphoma","2000-2018","all sexes","white","unstaged","<65","72 mo",212,88,82,92.1
"Hodgkin lymphoma","2000-2018","all sexes","white","unstaged","<65","84 mo",212,86.4,80,90.8
"Hodgkin lymphoma","2000-2018","all sexes","white","unstaged","<65","96 mo",212,86.1,79.6,90.6
"Hodgkin lymphoma","2000-2018","all sexes","white","unstaged","<65","108 mo",212,85.1,78.3,89.9
"Hodgkin lymphoma","2000-2018","all sexes","white","unstaged","<65","120 mo",212,84.8,77.9,89.7
"Hodgkin lymphoma","2000-2018","all sexes","white","unstaged",">65","0 mo",86,100,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","white","unstaged",">65","12 mo",86,61.5,49.8,71.2
"Hodgkin lymphoma","2000-2018","all sexes","white","unstaged",">65","24 mo",86,57,44.6,67.7
"Hodgkin lymphoma","2000-2018","all sexes","white","unstaged",">65","36 mo",86,48.8,36.1,60.3
"Hodgkin lymphoma","2000-2018","all sexes","white","unstaged",">65","48 mo",86,47.1,33.9,59.3
"Hodgkin lymphoma","2000-2018","all sexes","white","unstaged",">65","60 mo",86,44.3,31,56.8
"Hodgkin lymphoma","2000-2018","all sexes","white","unstaged",">65","72 mo",86,42.3,27.8,56.1
"Hodgkin lymphoma","2000-2018","all sexes","white","unstaged",">65","84 mo",86,37.6,22.6,52.5
"Hodgkin lymphoma","2000-2018","all sexes","white","unstaged",">65","96 mo",86,34.2,19.2,49.8
"Hodgkin lymphoma","2000-2018","all sexes","white","unstaged",">65","108 mo",86,31.8,17.1,47.6
"Hodgkin lymphoma","2000-2018","all sexes","white","unstaged",">65","120 mo",86,28.5,14.4,44.3
"Hodgkin lymphoma","2000-2018","all sexes","black","invasive","all ages","0 mo",695,100,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","black","invasive","all ages","12 mo",695,91.2,88.7,93.1
"Hodgkin lymphoma","2000-2018","all sexes","black","invasive","all ages","24 mo",695,89.2,86.5,91.4
"Hodgkin lymphoma","2000-2018","all sexes","black","invasive","all ages","36 mo",695,87.4,84.4,89.8
"Hodgkin lymphoma","2000-2018","all sexes","black","invasive","all ages","48 mo",695,86,82.9,88.6
"Hodgkin lymphoma","2000-2018","all sexes","black","invasive","all ages","60 mo",695,84.4,81.1,87.2
"Hodgkin lymphoma","2000-2018","all sexes","black","invasive","all ages","72 mo",695,83.6,80.1,86.5
"Hodgkin lymphoma","2000-2018","all sexes","black","invasive","all ages","84 mo",695,83.6,80.1,86.5
"Hodgkin lymphoma","2000-2018","all sexes","black","invasive","all ages","96 mo",695,83,79.2,86.1
"Hodgkin lymphoma","2000-2018","all sexes","black","invasive","all ages","108 mo",695,82.5,78.6,85.8
"Hodgkin lymphoma","2000-2018","all sexes","black","invasive","all ages","120 mo",695,82.5,78.4,85.9
"Hodgkin lymphoma","2000-2018","all sexes","black","invasive","<65","0 mo",642,100,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","black","invasive","<65","12 mo",642,92.9,90.5,94.7
"Hodgkin lymphoma","2000-2018","all sexes","black","invasive","<65","24 mo",642,90.9,88.2,92.9
"Hodgkin lymphoma","2000-2018","all sexes","black","invasive","<65","36 mo",642,88.7,85.8,91.1
"Hodgkin lymphoma","2000-2018","all sexes","black","invasive","<65","48 mo",642,87.3,84.3,89.8
"Hodgkin lymphoma","2000-2018","all sexes","black","invasive","<65","60 mo",642,86.1,82.9,88.8
"Hodgkin lymphoma","2000-2018","all sexes","black","invasive","<65","72 mo",642,85.2,81.8,88
"Hodgkin lymphoma","2000-2018","all sexes","black","invasive","<65","84 mo",642,85.1,81.6,88
"Hodgkin lymphoma","2000-2018","all sexes","black","invasive","<65","96 mo",642,84.6,81,87.6
"Hodgkin lymphoma","2000-2018","all sexes","black","invasive","<65","108 mo",642,84.3,80.5,87.4
"Hodgkin lymphoma","2000-2018","all sexes","black","invasive","<65","120 mo",642,84,80.1,87.3
"Hodgkin lymphoma","2000-2018","all sexes","black","invasive",">65","0 mo",53,100,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","black","invasive",">65","12 mo",53,70.3,55.1,81.2
"Hodgkin lymphoma","2000-2018","all sexes","black","invasive",">65","24 mo",53,67.9,52,79.6
"Hodgkin lymphoma","2000-2018","all sexes","black","invasive",">65","36 mo",53,67.9,52,79.6
"Hodgkin lymphoma","2000-2018","all sexes","black","invasive",">65","48 mo",53,67.9,52,79.6
"Hodgkin lymphoma","2000-2018","all sexes","black","invasive",">65","60 mo",53,63.4,44,77.6
"Hodgkin lymphoma","2000-2018","all sexes","black","invasive",">65","72 mo",53,62.8,41.1,78.3
"Hodgkin lymphoma","2000-2018","all sexes","black","invasive",">65","84 mo",53,62.8,41.1,78.3
"Hodgkin lymphoma","2000-2018","all sexes","black","invasive",">65","96 mo",53,62.2,37.3,79.6
"Hodgkin lymphoma","2000-2018","all sexes","black","invasive",">65","108 mo",53,59.7,32.1,79.1
"Hodgkin lymphoma","2000-2018","all sexes","black","invasive",">65","120 mo",53,59.7,32.1,79.1
"Hodgkin lymphoma","2000-2018","all sexes","black","early","all ages","0 mo",330,100,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","black","early","all ages","12 mo",330,95.6,92.5,97.4
"Hodgkin lymphoma","2000-2018","all sexes","black","early","all ages","24 mo",330,94.3,90.8,96.5
"Hodgkin lymphoma","2000-2018","all sexes","black","early","all ages","36 mo",330,92.2,88.3,94.8
"Hodgkin lymphoma","2000-2018","all sexes","black","early","all ages","48 mo",330,91.8,87.8,94.6
"Hodgkin lymphoma","2000-2018","all sexes","black","early","all ages","60 mo",330,90.5,86.1,93.5
"Hodgkin lymphoma","2000-2018","all sexes","black","early","all ages","72 mo",330,89.6,84.7,92.9
"Hodgkin lymphoma","2000-2018","all sexes","black","early","all ages","84 mo",330,89.1,84.1,92.7
"Hodgkin lymphoma","2000-2018","all sexes","black","early","all ages","96 mo",330,87.9,82.6,91.7
"Hodgkin lymphoma","2000-2018","all sexes","black","early","all ages","108 mo",330,87.4,81.8,91.4
"Hodgkin lymphoma","2000-2018","all sexes","black","early","all ages","120 mo",330,87.4,81.8,91.4
"Hodgkin lymphoma","2000-2018","all sexes","black","early","<65","0 mo",312,100,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","black","early","<65","12 mo",312,96.2,93.2,97.9
"Hodgkin lymphoma","2000-2018","all sexes","black","early","<65","24 mo",312,94.9,91.5,97
"Hodgkin lymphoma","2000-2018","all sexes","black","early","<65","36 mo",312,92.6,88.7,95.2
"Hodgkin lymphoma","2000-2018","all sexes","black","early","<65","48 mo",312,92.1,88.1,94.8
"Hodgkin lymphoma","2000-2018","all sexes","black","early","<65","60 mo",312,91.3,87.1,94.2
"Hodgkin lymphoma","2000-2018","all sexes","black","early","<65","72 mo",312,90.7,86.2,93.8
"Hodgkin lymphoma","2000-2018","all sexes","black","early","<65","84 mo",312,90.2,85.4,93.4
"Hodgkin lymphoma","2000-2018","all sexes","black","early","<65","96 mo",312,89.4,84.4,92.9
"Hodgkin lymphoma","2000-2018","all sexes","black","early","<65","108 mo",312,89.4,84.4,92.9
"Hodgkin lymphoma","2000-2018","all sexes","black","early","<65","120 mo",312,89.4,84.4,92.9
"Hodgkin lymphoma","2000-2018","all sexes","black","early",">65","0 mo",18,NA,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","black","early",">65","12 mo",18,NA,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","black","early",">65","24 mo",18,NA,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","black","early",">65","36 mo",18,NA,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","black","early",">65","48 mo",18,NA,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","black","early",">65","60 mo",18,NA,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","black","early",">65","72 mo",18,NA,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","black","early",">65","84 mo",18,NA,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","black","early",">65","96 mo",18,NA,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","black","early",">65","108 mo",18,NA,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","black","early",">65","120 mo",18,NA,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","black","late","all ages","0 mo",328,100,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","black","late","all ages","12 mo",328,86.5,82.2,89.8
"Hodgkin lymphoma","2000-2018","all sexes","black","late","all ages","24 mo",328,83.9,79.2,87.6
"Hodgkin lymphoma","2000-2018","all sexes","black","late","all ages","36 mo",328,82,77.1,86
"Hodgkin lymphoma","2000-2018","all sexes","black","late","all ages","48 mo",328,80.1,74.9,84.4
"Hodgkin lymphoma","2000-2018","all sexes","black","late","all ages","60 mo",328,79.1,73.7,83.5
"Hodgkin lymphoma","2000-2018","all sexes","black","late","all ages","72 mo",328,78,72.3,82.7
"Hodgkin lymphoma","2000-2018","all sexes","black","late","all ages","84 mo",328,78,72.3,82.7
"Hodgkin lymphoma","2000-2018","all sexes","black","late","all ages","96 mo",328,78,72.3,82.7
"Hodgkin lymphoma","2000-2018","all sexes","black","late","all ages","108 mo",328,77.8,71.5,82.9
"Hodgkin lymphoma","2000-2018","all sexes","black","late","all ages","120 mo",328,76.8,69.9,82.3
"Hodgkin lymphoma","2000-2018","all sexes","black","late","<65","0 mo",296,100,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","black","late","<65","12 mo",296,89.2,85,92.3
"Hodgkin lymphoma","2000-2018","all sexes","black","late","<65","24 mo",296,86.4,81.8,90
"Hodgkin lymphoma","2000-2018","all sexes","black","late","<65","36 mo",296,84.1,79.2,88
"Hodgkin lymphoma","2000-2018","all sexes","black","late","<65","48 mo",296,82.6,77.5,86.7
"Hodgkin lymphoma","2000-2018","all sexes","black","late","<65","60 mo",296,81.6,76.2,85.9
"Hodgkin lymphoma","2000-2018","all sexes","black","late","<65","72 mo",296,80.1,74.3,84.7
"Hodgkin lymphoma","2000-2018","all sexes","black","late","<65","84 mo",296,80.1,74.3,84.7
"Hodgkin lymphoma","2000-2018","all sexes","black","late","<65","96 mo",296,80.1,74.1,84.8
"Hodgkin lymphoma","2000-2018","all sexes","black","late","<65","108 mo",296,78.9,72.6,84
"Hodgkin lymphoma","2000-2018","all sexes","black","late","<65","120 mo",296,77.3,70.3,82.9
"Hodgkin lymphoma","2000-2018","all sexes","black","late",">65","0 mo",32,100,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","black","late",">65","12 mo",32,61.6,41.6,76.5
"Hodgkin lymphoma","2000-2018","all sexes","black","late",">65","24 mo",32,58.8,38.8,74.3
"Hodgkin lymphoma","2000-2018","all sexes","black","late",">65","36 mo",32,58.8,38.8,74.3
"Hodgkin lymphoma","2000-2018","all sexes","black","late",">65","48 mo",32,54.9,31.7,73.1
"Hodgkin lymphoma","2000-2018","all sexes","black","late",">65","60 mo",32,54.9,31.7,73.1
"Hodgkin lymphoma","2000-2018","all sexes","black","late",">65","72 mo",32,54.9,31.7,73.1
"Hodgkin lymphoma","2000-2018","all sexes","black","late",">65","84 mo",32,54.9,31.7,73.1
"Hodgkin lymphoma","2000-2018","all sexes","black","late",">65","96 mo",32,54.9,31.7,73.1
"Hodgkin lymphoma","2000-2018","all sexes","black","late",">65","108 mo",32,54.9,31.7,73.1
"Hodgkin lymphoma","2000-2018","all sexes","black","late",">65","120 mo",32,54.9,31.7,73.1
"Hodgkin lymphoma","2000-2018","all sexes","black","unstaged","all ages","0 mo",37,100,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","black","unstaged","all ages","12 mo",37,92.1,76.7,97.5
"Hodgkin lymphoma","2000-2018","all sexes","black","unstaged","all ages","24 mo",37,90.2,73.6,96.6
"Hodgkin lymphoma","2000-2018","all sexes","black","unstaged","all ages","36 mo",37,90.2,73.6,96.6
"Hodgkin lymphoma","2000-2018","all sexes","black","unstaged","all ages","48 mo",37,82.9,64.2,92.3
"Hodgkin lymphoma","2000-2018","all sexes","black","unstaged","all ages","60 mo",37,77.2,57.8,88.5
"Hodgkin lymphoma","2000-2018","all sexes","black","unstaged","all ages","72 mo",37,77.2,57.8,88.5
"Hodgkin lymphoma","2000-2018","all sexes","black","unstaged","all ages","84 mo",37,77.2,57.8,88.5
"Hodgkin lymphoma","2000-2018","all sexes","black","unstaged","all ages","96 mo",37,77.2,57.8,88.5
"Hodgkin lymphoma","2000-2018","all sexes","black","unstaged","all ages","108 mo",37,77.2,57.8,88.5
"Hodgkin lymphoma","2000-2018","all sexes","black","unstaged","all ages","120 mo",37,77.2,57.8,88.5
"Hodgkin lymphoma","2000-2018","all sexes","black","unstaged","<65","0 mo",34,100,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","black","unstaged","<65","12 mo",34,94.2,78.3,98.5
"Hodgkin lymphoma","2000-2018","all sexes","black","unstaged","<65","24 mo",34,91.9,74.8,97.6
"Hodgkin lymphoma","2000-2018","all sexes","black","unstaged","<65","36 mo",34,91.9,74.8,97.6
"Hodgkin lymphoma","2000-2018","all sexes","black","unstaged","<65","48 mo",34,83.6,64.7,92.9
"Hodgkin lymphoma","2000-2018","all sexes","black","unstaged","<65","60 mo",34,77.4,57.6,88.7
"Hodgkin lymphoma","2000-2018","all sexes","black","unstaged","<65","72 mo",34,77.4,57.6,88.7
"Hodgkin lymphoma","2000-2018","all sexes","black","unstaged","<65","84 mo",34,77.4,57.6,88.7
"Hodgkin lymphoma","2000-2018","all sexes","black","unstaged","<65","96 mo",34,77.4,57.6,88.7
"Hodgkin lymphoma","2000-2018","all sexes","black","unstaged","<65","108 mo",34,77.4,57.6,88.7
"Hodgkin lymphoma","2000-2018","all sexes","black","unstaged","<65","120 mo",34,77.4,57.6,88.7
"Hodgkin lymphoma","2000-2018","all sexes","black","unstaged",">65","0 mo",3,NA,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","black","unstaged",">65","12 mo",3,NA,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","black","unstaged",">65","24 mo",3,NA,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","black","unstaged",">65","36 mo",3,NA,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","black","unstaged",">65","48 mo",3,NA,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","black","unstaged",">65","60 mo",3,NA,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","black","unstaged",">65","72 mo",3,NA,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","black","unstaged",">65","84 mo",3,NA,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","black","unstaged",">65","96 mo",3,NA,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","black","unstaged",">65","108 mo",3,NA,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","black","unstaged",">65","120 mo",3,NA,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","all races","invasive","all ages","0 mo",6957,100,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","all races","invasive","all ages","12 mo",6957,91.8,91.1,92.5
"Hodgkin lymphoma","2000-2018","all sexes","all races","invasive","all ages","24 mo",6957,89.6,88.8,90.4
"Hodgkin lymphoma","2000-2018","all sexes","all races","invasive","all ages","36 mo",6957,87.9,87,88.7
"Hodgkin lymphoma","2000-2018","all sexes","all races","invasive","all ages","48 mo",6957,86.8,85.8,87.7
"Hodgkin lymphoma","2000-2018","all sexes","all races","invasive","all ages","60 mo",6957,85.8,84.8,86.7
"Hodgkin lymphoma","2000-2018","all sexes","all races","invasive","all ages","72 mo",6957,84.9,83.9,85.9
"Hodgkin lymphoma","2000-2018","all sexes","all races","invasive","all ages","84 mo",6957,83.8,82.7,84.9
"Hodgkin lymphoma","2000-2018","all sexes","all races","invasive","all ages","96 mo",6957,82.9,81.7,84.1
"Hodgkin lymphoma","2000-2018","all sexes","all races","invasive","all ages","108 mo",6957,81.7,80.4,83
"Hodgkin lymphoma","2000-2018","all sexes","all races","invasive","all ages","120 mo",6957,80.9,79.5,82.2
"Hodgkin lymphoma","2000-2018","all sexes","all races","invasive","<65","0 mo",5772,100,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","all races","invasive","<65","12 mo",5772,96.5,96,97
"Hodgkin lymphoma","2000-2018","all sexes","all races","invasive","<65","24 mo",5772,94.9,94.3,95.5
"Hodgkin lymphoma","2000-2018","all sexes","all races","invasive","<65","36 mo",5772,93.3,92.6,94
"Hodgkin lymphoma","2000-2018","all sexes","all races","invasive","<65","48 mo",5772,92.4,91.6,93.1
"Hodgkin lymphoma","2000-2018","all sexes","all races","invasive","<65","60 mo",5772,91.5,90.7,92.3
"Hodgkin lymphoma","2000-2018","all sexes","all races","invasive","<65","72 mo",5772,90.9,90,91.7
"Hodgkin lymphoma","2000-2018","all sexes","all races","invasive","<65","84 mo",5772,90.3,89.4,91.2
"Hodgkin lymphoma","2000-2018","all sexes","all races","invasive","<65","96 mo",5772,89.7,88.8,90.6
"Hodgkin lymphoma","2000-2018","all sexes","all races","invasive","<65","108 mo",5772,89.1,88.1,90.1
"Hodgkin lymphoma","2000-2018","all sexes","all races","invasive","<65","120 mo",5772,88.5,87.4,89.5
"Hodgkin lymphoma","2000-2018","all sexes","all races","invasive",">65","0 mo",1185,100,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","all races","invasive",">65","12 mo",1185,69.1,66.2,71.8
"Hodgkin lymphoma","2000-2018","all sexes","all races","invasive",">65","24 mo",1185,63.8,60.7,66.8
"Hodgkin lymphoma","2000-2018","all sexes","all races","invasive",">65","36 mo",1185,61.3,58,64.4
"Hodgkin lymphoma","2000-2018","all sexes","all races","invasive",">65","48 mo",1185,59.6,56,62.9
"Hodgkin lymphoma","2000-2018","all sexes","all races","invasive",">65","60 mo",1185,57.8,54,61.4
"Hodgkin lymphoma","2000-2018","all sexes","all races","invasive",">65","72 mo",1185,55.9,51.9,59.8
"Hodgkin lymphoma","2000-2018","all sexes","all races","invasive",">65","84 mo",1185,52,47.6,56.1
"Hodgkin lymphoma","2000-2018","all sexes","all races","invasive",">65","96 mo",1185,49.4,44.8,53.9
"Hodgkin lymphoma","2000-2018","all sexes","all races","invasive",">65","108 mo",1185,45.3,40.3,50.1
"Hodgkin lymphoma","2000-2018","all sexes","all races","invasive",">65","120 mo",1185,43.7,38.5,48.9
"Hodgkin lymphoma","2000-2018","all sexes","all races","early","all ages","0 mo",3821,100,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","all races","early","all ages","12 mo",3821,96,95.3,96.6
"Hodgkin lymphoma","2000-2018","all sexes","all races","early","all ages","24 mo",3821,94.1,93.2,94.9
"Hodgkin lymphoma","2000-2018","all sexes","all races","early","all ages","36 mo",3821,92.8,91.8,93.7
"Hodgkin lymphoma","2000-2018","all sexes","all races","early","all ages","48 mo",3821,92.2,91.1,93.1
"Hodgkin lymphoma","2000-2018","all sexes","all races","early","all ages","60 mo",3821,91.4,90.3,92.5
"Hodgkin lymphoma","2000-2018","all sexes","all races","early","all ages","72 mo",3821,90.9,89.7,92
"Hodgkin lymphoma","2000-2018","all sexes","all races","early","all ages","84 mo",3821,89.7,88.4,91
"Hodgkin lymphoma","2000-2018","all sexes","all races","early","all ages","96 mo",3821,89.1,87.6,90.4
"Hodgkin lymphoma","2000-2018","all sexes","all races","early","all ages","108 mo",3821,88,86.4,89.4
"Hodgkin lymphoma","2000-2018","all sexes","all races","early","all ages","120 mo",3821,87.2,85.5,88.7
"Hodgkin lymphoma","2000-2018","all sexes","all races","early","<65","0 mo",3333,100,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","all races","early","<65","12 mo",3333,98.4,97.9,98.8
"Hodgkin lymphoma","2000-2018","all sexes","all races","early","<65","24 mo",3333,97.4,96.7,97.9
"Hodgkin lymphoma","2000-2018","all sexes","all races","early","<65","36 mo",3333,96.2,95.4,96.8
"Hodgkin lymphoma","2000-2018","all sexes","all races","early","<65","48 mo",3333,95.6,94.7,96.3
"Hodgkin lymphoma","2000-2018","all sexes","all races","early","<65","60 mo",3333,95.1,94.1,95.8
"Hodgkin lymphoma","2000-2018","all sexes","all races","early","<65","72 mo",3333,94.5,93.5,95.4
"Hodgkin lymphoma","2000-2018","all sexes","all races","early","<65","84 mo",3333,94,92.9,94.9
"Hodgkin lymphoma","2000-2018","all sexes","all races","early","<65","96 mo",3333,93.6,92.4,94.5
"Hodgkin lymphoma","2000-2018","all sexes","all races","early","<65","108 mo",3333,93.2,92,94.2
"Hodgkin lymphoma","2000-2018","all sexes","all races","early","<65","120 mo",3333,92.7,91.4,93.8
"Hodgkin lymphoma","2000-2018","all sexes","all races","early",">65","0 mo",488,100,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","all races","early",">65","12 mo",488,79.5,75.3,83.1
"Hodgkin lymphoma","2000-2018","all sexes","all races","early",">65","24 mo",488,71.4,66.5,75.7
"Hodgkin lymphoma","2000-2018","all sexes","all races","early",">65","36 mo",488,70,64.7,74.7
"Hodgkin lymphoma","2000-2018","all sexes","all races","early",">65","48 mo",488,68.4,62.8,73.2
"Hodgkin lymphoma","2000-2018","all sexes","all races","early",">65","60 mo",488,66.6,60.5,71.9
"Hodgkin lymphoma","2000-2018","all sexes","all races","early",">65","72 mo",488,66.1,59.4,71.9
"Hodgkin lymphoma","2000-2018","all sexes","all races","early",">65","84 mo",488,60.1,52.9,66.5
"Hodgkin lymphoma","2000-2018","all sexes","all races","early",">65","96 mo",488,58,50.4,64.9
"Hodgkin lymphoma","2000-2018","all sexes","all races","early",">65","108 mo",488,51.3,43.1,58.8
"Hodgkin lymphoma","2000-2018","all sexes","all races","early",">65","120 mo",488,48.7,40,56.8
"Hodgkin lymphoma","2000-2018","all sexes","all races","late","all ages","0 mo",2796,100,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","all races","late","all ages","12 mo",2796,86.8,85.5,88.1
"Hodgkin lymphoma","2000-2018","all sexes","all races","late","all ages","24 mo",2796,84.4,82.9,85.8
"Hodgkin lymphoma","2000-2018","all sexes","all races","late","all ages","36 mo",2796,82,80.4,83.5
"Hodgkin lymphoma","2000-2018","all sexes","all races","late","all ages","48 mo",2796,80.2,78.5,81.8
"Hodgkin lymphoma","2000-2018","all sexes","all races","late","all ages","60 mo",2796,78.9,77.1,80.6
"Hodgkin lymphoma","2000-2018","all sexes","all races","late","all ages","72 mo",2796,77.6,75.6,79.4
"Hodgkin lymphoma","2000-2018","all sexes","all races","late","all ages","84 mo",2796,76.7,74.7,78.6
"Hodgkin lymphoma","2000-2018","all sexes","all races","late","all ages","96 mo",2796,75.4,73.2,77.4
"Hodgkin lymphoma","2000-2018","all sexes","all races","late","all ages","108 mo",2796,74,71.6,76.2
"Hodgkin lymphoma","2000-2018","all sexes","all races","late","all ages","120 mo",2796,73.1,70.6,75.4
"Hodgkin lymphoma","2000-2018","all sexes","all races","late","<65","0 mo",2188,100,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","all races","late","<65","12 mo",2188,93.8,92.7,94.8
"Hodgkin lymphoma","2000-2018","all sexes","all races","late","<65","24 mo",2188,91.5,90.2,92.7
"Hodgkin lymphoma","2000-2018","all sexes","all races","late","<65","36 mo",2188,89.3,87.8,90.6
"Hodgkin lymphoma","2000-2018","all sexes","all races","late","<65","48 mo",2188,87.5,85.9,89
"Hodgkin lymphoma","2000-2018","all sexes","all races","late","<65","60 mo",2188,86.3,84.6,87.8
"Hodgkin lymphoma","2000-2018","all sexes","all races","late","<65","72 mo",2188,85.5,83.7,87.1
"Hodgkin lymphoma","2000-2018","all sexes","all races","late","<65","84 mo",2188,84.9,83.1,86.6
"Hodgkin lymphoma","2000-2018","all sexes","all races","late","<65","96 mo",2188,84.1,82.2,85.9
"Hodgkin lymphoma","2000-2018","all sexes","all races","late","<65","108 mo",2188,82.9,80.9,84.8
"Hodgkin lymphoma","2000-2018","all sexes","all races","late","<65","120 mo",2188,81.9,79.7,83.9
